,loss,val_loss
0,0.8520331382751465,11279.1484375
1,4.907925128936768,34928.31640625
2,7.247983932495117,42273.13671875
3,2.4757628440856934,80187.5390625
4,3.5088608264923096,55156.7734375
5,1.2403714656829834,30215.173828125
6,0.32549726963043213,14550.654296875
7,0.44665488600730896,6829.82373046875
8,0.6034736037254333,3114.470458984375
9,0.7233296036720276,1289.7845458984375
10,0.799826443195343,503.6281433105469
11,0.8319433927536011,3635.856689453125
12,0.8199849128723145,6528.60107421875
13,0.7637055516242981,7917.2705078125
14,0.6621100902557373,8589.1630859375
15,0.5255303978919983,8695.947265625
16,0.5688707828521729,7140.95263671875
17,0.43408748507499695,4957.83935546875
18,0.2621860206127167,3561.19384765625
19,0.25192365050315857,2794.421142578125
20,0.20847567915916443,2367.819091796875
21,0.18356911838054657,1830.142578125
22,0.19999930262565613,1146.7178955078125
23,0.15815919637680054,700.4288330078125
24,0.17436262965202332,459.42962646484375
25,0.15838488936424255,334.4184875488281
26,0.1505710929632187,206.64662170410156
27,0.17055469751358032,69.2943344116211
28,0.15620580315589905,24.28553581237793
29,0.17605708539485931,15.666040420532227
30,0.16304102540016174,14.000020027160645
31,0.15667609870433807,11.82554817199707
32,0.16213931143283844,7.349162578582764
33,0.14789293706417084,6.015369892120361
34,0.15618960559368134,9.416427612304688
35,0.13916437327861786,22.6713809967041
36,0.147878959774971,22.49212646484375
37,0.133868008852005,19.723800659179688
38,0.14000236988067627,22.769136428833008
39,0.13894356787204742,29.743743896484375
40,0.1340644210577011,32.0173454284668
41,0.14019425213336945,26.488536834716797
42,0.1348876655101776,24.187366485595703
43,0.13964660465717316,25.900712966918945
44,0.13237418234348297,27.35371208190918
45,0.13922126591205597,22.91218376159668
46,0.1312689185142517,19.759653091430664
47,0.1354168802499771,19.699748992919922
48,0.13015636801719666,20.307903289794922
49,0.13382872939109802,17.433311462402344
50,0.12846992909908295,14.955500602722168
51,0.13107100129127502,14.604246139526367
52,0.12785053253173828,14.849787712097168
53,0.13001231849193573,12.977286338806152
54,0.1267305165529251,11.318766593933105
55,0.12841472029685974,11.122214317321777
56,0.12623989582061768,11.231547355651855
57,0.1278088390827179,9.915919303894043
58,0.125612273812294,8.894498825073242
59,0.12672996520996094,8.905192375183105
60,0.12514644861221313,8.889211654663086
61,0.12624002993106842,7.88016939163208
62,0.12490034103393555,7.295691967010498
63,0.12543363869190216,7.429807186126709
64,0.12451401352882385,7.2384514808654785
65,0.12482360750436783,6.455351829528809
66,0.12440244108438492,6.174162864685059
67,0.12423320859670639,6.3116912841796875
68,0.12413504719734192,5.939087867736816
69,0.12361408025026321,5.395264148712158
70,0.12382754683494568,5.324728488922119
71,0.12321306765079498,5.3339924812316895
72,0.1235087662935257,4.8726372718811035
73,0.12289933115243912,4.5733256340026855
74,0.12298872321844101,4.606522560119629
75,0.12264047563076019,4.415648937225342
76,0.12248503416776657,4.028162479400635
77,0.1224149689078331,3.9300663471221924
78,0.12206166982650757,3.9139404296875
79,0.12212792783975601,3.603503465652466
80,0.12174543738365173,3.3971011638641357
81,0.12171333283185959,3.3982760906219482
82,0.1215120479464531,3.2295336723327637
83,0.12131208181381226,2.9806876182556152
84,0.1212722435593605,2.9321539402008057
85,0.1210072860121727,2.8706207275390625
86,0.12097892165184021,2.643758773803711
87,0.12079832702875137,2.5461180210113525
88,0.12064778804779053,2.5289111137390137
89,0.12059305608272552,2.3564703464508057
90,0.1203836128115654,2.232199192047119
91,0.12031020224094391,2.2231438159942627
92,0.12018264085054398,2.1121134757995605
93,0.12002310901880264,1.9832334518432617
94,0.11995258927345276,1.9633373022079468
95,0.11979547142982483,1.8911839723587036
96,0.11968084424734116,1.7674435377120972
97,0.11958596110343933,1.7360823154449463
98,0.11943290382623672,1.6875762939453125
99,0.11933732777833939,1.5750200748443604
100,0.11922413855791092,1.5367248058319092
101,0.11908327043056488,1.499980092048645
102,0.1189902052283287,1.4009438753128052
103,0.11886966228485107,1.3618758916854858
104,0.11873720586299896,1.331112027168274
105,0.1186397522687912,1.24485182762146
106,0.1185167133808136,1.2099260091781616
107,0.11838535964488983,1.1825392246246338
108,0.11827980726957321,1.1084344387054443
109,0.11815368384122849,1.0795897245407104
110,0.1180168017745018,1.0525909662246704
111,0.11789871752262115,0.9881612062454224
112,0.1177673265337944,0.9656725525856018
113,0.1176220253109932,0.937507152557373
114,0.11748980730772018,0.8827927708625793
115,0.11735188215970993,0.8661354184150696
116,0.11719612777233124,0.8353239893913269
117,0.11704505234956741,0.7903071045875549
118,0.11689526587724686,0.7771839499473572
119,0.11673044413328171,0.7436366677284241
120,0.1165633276104927,0.709006667137146
121,0.11640039086341858,0.6961845755577087
122,0.11622904986143112,0.6607324481010437
123,0.11604786664247513,0.6359665989875793
