,loss,val_loss
0,1.2883285284042358,15263.59375
1,6.049797058105469,112805.5078125
2,0.9073669910430908,84739.4765625
3,0.5487821698188782,27061.14453125
4,0.3570646345615387,22117.125
5,0.2563263773918152,15827.5205078125
6,0.23922735452651978,8703.3349609375
7,0.2626103460788727,5345.27685546875
8,0.23786771297454834,3051.38232421875
9,0.2327214926481247,1840.7406005859375
10,0.21759942173957825,1051.6365966796875
11,0.21954987943172455,657.7987060546875
12,0.2038203775882721,399.8475646972656
13,0.21673738956451416,268.3157958984375
14,0.20733244717121124,174.43417358398438
15,0.20280484855175018,126.24626922607422
16,0.2177433967590332,86.17346954345703
17,0.20836062729358673,63.68796920776367
18,0.2022981196641922,49.521461486816406
19,0.20880717039108276,36.73161315917969
20,0.19523800909519196,27.852617263793945
21,0.21936221420764923,23.48358154296875
22,0.2641603648662567,16.685161590576172
23,0.339053750038147,15.921271324157715
24,0.5812281966209412,9.795287132263184
25,0.8980776071548462,8.528145790100098
26,0.8509958386421204,8.150964736938477
27,0.2629657983779907,6.046154975891113
28,0.38206014037132263,4.539099216461182
29,0.8377993106842041,3.829543113708496
30,0.5919415950775146,3.543663263320923
31,0.5087352395057678,2.6476998329162598
32,0.29158303141593933,2.243028163909912
33,0.47345322370529175,1.9138600826263428
34,0.2501849830150604,1.8001818656921387
35,0.3310622572898865,1.2925347089767456
36,0.26864591240882874,1.071158766746521
37,0.25421279668807983,0.9009405970573425
38,0.23746313154697418,0.8493106961250305
39,0.19232085347175598,0.8703117370605469
40,0.22065889835357666,0.9710376858711243
41,0.19768400490283966,0.8488339781761169
42,0.19645288586616516,0.6747998595237732
43,0.20171163976192474,0.6258509159088135
44,0.19287244975566864,0.6221561431884766
45,0.19828061759471893,0.628386914730072
46,0.18741589784622192,0.652560293674469
47,0.1909169703722,0.7062698602676392
48,0.18789348006248474,0.6481366753578186
49,0.18648159503936768,0.5529912710189819
50,0.18669168651103973,0.5087705254554749
51,0.1857519894838333,0.46626248955726624
52,0.18514513969421387,0.44433969259262085
53,0.18621550500392914,0.439017117023468
54,0.18399588763713837,0.4389025568962097
55,0.18576210737228394,0.41270187497138977
56,0.18353427946567535,0.3999462127685547
57,0.18353821337223053,0.3951546549797058
58,0.18542365729808807,0.37890252470970154
59,0.1827152520418167,0.37043899297714233
60,0.184159055352211,0.36185112595558167
61,0.18226677179336548,0.3556523025035858
62,0.18214908242225647,0.34318459033966064
63,0.1814567893743515,0.33604440093040466
64,0.18130026757717133,0.32680702209472656
65,0.18116946518421173,0.32181453704833984
66,0.18060435354709625,0.32068416476249695
67,0.1810212880373001,0.313546359539032
68,0.18070127069950104,0.3118332028388977
69,0.1798170804977417,0.3159741759300232
70,0.18089129030704498,0.30839768052101135
71,0.1806376725435257,0.3024216890335083
